Probeset	GeneSymbole	Signal
1553268_at	RHBDL3	63.53452498
1553269_at	NA	138.4858595
1553271_at	DIP2B	146.9466465
1553272_at	SLC36A1	23.86714546
1553274_a_at	SNRNP48	517.2807915
1553275_s_at	NA	136.5898787
1553276_at	ZNF560	4.957174702
1553277_at	RTTN	29.05401466
1553279_at	BTNL9	159.7821195
1553280_at	PUS10	63.72368897
1553281_at	PLCXD2	12.72818932
1553282_at	C21orf128	89.81842012
1553284_s_at	LMLN	52.06135243
1553285_s_at	RAD9B	41.26257703
1553286_at	ZNF555	331.9205699
1553288_a_at	C7orf51	120.0700491
1553292_s_at	FLJ25006	241.4297275
1553293_at	MRGPRX3	7.939540451
1553295_at	ABCA13	58.26224002
1553296_at	GPR128	25.73824581
1553297_a_at	CSF3R	389.5839391
1553298_at	C17orf77	23.16767783
1553299_at	DUSP5P	8.874895809
1553300_a_at	DGKH	20.35062413
1553301_a_at	TMEM182	1559.018121
1553303_at	C16orf46	55.04133725
1553304_at	LSM14B	27.95628757
1553306_at	CASP8	13.28154211
1553310_at	PLB1	81.61526419
1553311_at	C20orf197	61.6151111
1553313_s_at	SLC5A3	5.993292518
1553314_a_at	KIF19	24.03106151
1553315_at	SLFNL1	27.27596893
1553316_at	GPR82	9.765930052
1553317_s_at	GPR82	22.06956446
1553318_at	RIBC1	30.77659463
1553319_at	OXGR1	3.15758557
1553320_s_at	NA	2.130378354
1553321_a_at	SULT1C4	24.52453779
1553322_s_at	TEAD1	84.34014745
1553323_a_at	CATSPER2	50.98215933
1553325_at	POU5F2	6.568759817
1553326_at	RXFP2	7.030926813
1553327_a_at	BEND7	7.891181576
1553328_a_at	SLC18A2	59.68266364
1553329_at	C7orf45	47.851643
1553330_at	C7orf45	13.48984042
1553333_at	C1orf161	3.511611822
1553335_x_at	LOC285696	34.65432381
1553336_a_at	MIER3	72.39001742
1553338_at	C1orf55	65.15543099
1553340_s_at	NA	27.78891316
1553341_at	UROC1	13.41575989
1553344_at	PCDH15	41.69284362
1553346_a_at	TNRC6A	48.63486574
1553347_s_at	KCNA6	36.1019741
1553348_a_at	NFX1	305.9016967
1553349_at	ARID2	482.6794887
1553350_at	FAM123C	6.309831601
1553351_at	OTUD7A	5.543559848
1553352_x_at	ERVWE1	118.1795649
1553354_a_at	FLJ31958	113.1565871
1553355_at	NA	15.82168739
1553356_at	NA	1.78342295
1553357_at	LOC158696	124.9289181
1553359_at	FBXL18	24.62212818
1553361_x_at	FBXL18	12.23359898
1553362_at	DNAH6	10.97730036
1553363_at	C6orf195	12.67900573
1553364_at	PNPLA1	4.47684329
1553365_at	DEPDC4	100.5319821
1553366_s_at	NA	7861.514263
1553367_a_at	COX6B2	95.74917798
1553369_at	FAM129C	111.132547
1553371_at	EPHA10	13.65811766
1553372_at	FLJ23865	82.58270368
1553373_at	WDR64	6.450237168
1553374_at	PRO2949	69.67825005
1553375_at	BTBD9	21.37660726
1553376_a_at	C1orf125	44.42740976
1553378_a_at	C17orf66	82.10943107
1553380_at	PARP15	20.19573946
1553383_at	FLJ32810	4.844128649
1553385_at	LOC84931	114.1824783
1553386_at	MFSD2A	116.5147443
1553387_at	ATM	163.7988087
1553388_at	FAM26D	11.49982118
1553389_at	NPHP3	84.71719441
1553390_at	ATG9B	33.07801764
1553391_at	CXorf58	23.35417558
1553392_at	EFCAB3	6.502121145
1553394_a_at	TFAP2B	43.17395775
1553395_a_at	CD200R1	155.710112
1553396_a_at	CCDC13	701.4896389
1553397_at	CCDC13	315.9890498
1553398_at	NA	60.92336528
1553399_a_at	C17orf69	14.65033736
1553400_a_at	C17orf69	99.8186349
1553401_at	MRGPRX1	23.96596603
1553402_a_at	HFE	9.26786839
1553403_at	RLN3	9.162937781
1553405_a_at	CSMD1	44.02323174
1553407_at	MACF1	183.4011579
1553409_at	ADAMTS20	15.46457934
1553410_a_at	ABCC12	73.42580712
1553411_s_at	SALL3	36.21687333
1553412_at	AGBL4	9.196925606
1553413_at	FLJ13744	13.91088731
1553415_at	SLC17A8	6.523826294
1553417_at	C11orf44	55.78146358
1553418_a_at	CNTNAP5	17.24005223
1553420_at	FLJ32063	12.98656454
1553422_s_at	A2BP1	1887.891993
1553423_a_at	SLFN13	35.85154714
1553424_at	C12orf40	22.82756518
1553425_at	WDR65	163.7607241
1553426_at	FLJ37543	42.77359597
1553427_at	ADAMTS15	29.09808947
1553428_at	RP3-398D13.1	29.76237281
1553429_at	FLJ31713	86.67949832
1553430_a_at	EDARADD	36.5515999
1553432_s_at	NA	13.51033031
1553433_at	C9orf93	14.99823755
1553434_at	CYP4Z2P	2.798565145
1553435_at	C18orf15	64.06168572
1553436_at	MUC19	10.65659668
1553437_at	KLHDC7A	29.10866127
1553438_at	C11orf72	124.8062589
1553439_at	NA	80.7035158
1553440_at	C18orf16	28.84068915
1553441_at	CNTNAP4	1.013291776
1553442_a_at	CNTNAP4	29.44025019
1553443_at	C8orf54	20.74107864
1553444_a_at	C1orf127	20.06915773
1553446_at	FLJ37396	61.87690302
1553447_at	AGBL1	376.7552434
1553448_at	FLJ34503	3.618658047
1553449_at	C16orf81	5.465312433
1553450_s_at	C16orf81	31.69422621
1553451_at	CCDC79	9.314251781
1553452_at	MYO1H	3.647390076
1553453_at	ASB14	184.8768613
1553454_at	RPTN	4.700881735
1553456_at	NA	6.226158385
1553457_at	CXorf62	10.6098444
1553458_at	C10orf72	27.17170061
1553459_at	CCDC150	24.48183255
1553460_at	C2orf61	5.147674187
1553461_at	FAM9B	14.06840555
1553462_at	NA	26.34938162
1553464_at	FLJ40288	14.99953627
1553465_a_at	CES7	4.990740215
1553466_at	CXorf59	78.30581868
1553467_at	FLJ32742	9.447063589
1553468_at	NA	10.24239683
1553470_at	DNAH17	97.94501652
1553471_at	AMAC1	108.6609174
1553472_at	FLJ32955	17.54446167
1553474_at	POTED	7.053816657
1553475_at	PRO1483	6.396971927
1553478_at	PRR10	7.482601332
1553479_at	TMEM145	15.43028984
1553482_at	C15orf32	7.396310739
1553483_at	TSGA10IP	7.207230472
1553484_at	C12orf67	7.060982233
1553485_at	CCDC140	72.06882908
1553486_a_at	C17orf78	6.056218027
1553488_at	TEKT5	8.697813571
1553489_a_at	TEKT5	6.794118039
1553491_at	KSR2	54.60389034
1553492_a_at	PAX1	86.77088666
1553493_a_at	TDH	10.42753298
1553494_at	TDH	39.75203747
1553497_at	C12orf37	7.373823843
1553498_at	NA	41.11838835
1553499_s_at	SERPINA9	121.9793707
1553500_at	FBXL21	12.71577545
1553502_a_at	NA	113.9161074
1553504_at	MRGPRX4	23.68007121
1553505_at	A2ML1	91.75527051
1553506_at	CPO	60.94890114
1553507_a_at	GPR6	77.72840126
1553508_at	MDS2	97.10597983
1553510_s_at	RQCD1	477.1263722
1553511_at	GJD3	41.42326623
1553512_at	HOXC12	32.69558242
1553513_at	VNN3	66.54199902
1553514_a_at	VNN3	89.65203643
1553515_at	MYEOV2	63.91570507
1553517_at	FERD3L	6.385246731
1553518_at	DEFT1P	67.42270118
1553519_at	C21orf94	59.02390378
1553521_at	NA	22.65925139
1553523_at	NLRP14	37.89097105
1553524_at	DGKB	141.0185651
1553525_at	NLRP13	11.89872552
1553526_at	NLRP8	25.73720381
1553527_at	NLRP9	22.1312056
1553528_a_at	TAF5	261.6014
1553529_at	TAS1R2	9.48696807
1553530_a_at	ITGB1	2250.998632
1553531_at	PCSK6	6.916756203
1553532_a_at	ZNF341	23.08713456
1553533_at	JPH1	799.0409777
1553534_at	NLRP10	90.54135767
1553535_a_at	RANGAP1	201.0931045
1553536_at	MBNL2	75.49611058
1553537_at	KRT73	39.72503358
1553538_s_at	NA	22951.34695
1553539_at	KRT74	7.56535623
1553540_a_at	SLC29A2	316.3599311
1553541_at	LMX1A	13.17327494
1553542_at	CCDC125	11.07482855
1553544_at	GPR101	117.480145
1553545_at	ILDR1	5.131351213
1553546_at	PRO2012	2.108810496
1553547_at	NA	86.201751
1553549_at	VN1R2	30.67804652
1553550_at	VN1R5	3.822059368
1553551_s_at	LOC100131754	19752.73497
1553552_at	TAAR8	108.0232913
1553553_at	TAS2R39	33.11767972
1553555_at	TAS2R38	9.411888526
1553556_at	TAS2R40	47.61641567
1553558_at	TAS2R41	50.68327051
1553559_at	TMEM171	83.70860691
1553560_at	VN1R4	12.08493002
1553561_at	TAS2R50	92.14464799
1553562_at	NA	129.0561937
1553564_at	MACROD2	140.728421
1553565_s_at	DDAH1	17.04458513
1553566_at	C12orf53	19.97717292
1553567_s_at	LOC100133315	20511.39629
1553568_a_at	HIST1H1T	85.48908553
1553569_at	ZFYVE20	24138.045
1553570_x_at	ZFYVE20	24180.25225
1553572_a_at	CYGB	16.1211724
1553573_s_at	EFNA2	58.00874246
1553574_at	IFNE	39.26632888
1553575_at	NA	327.7579658
1553579_a_at	NA	36.48169922
1553581_s_at	SFRS12IP1	650.3641957
1553582_a_at	NA	65.79446798
1553583_a_at	THRSP	208.5936934
1553584_at	CXorf36	13.67552319
1553585_a_at	MAGEA5	86.3781476
1553586_at	NCRNA00095	62.20210189
1553587_a_at	POLE4	890.7220385
1553588_at	SH3KBP1	27451.14492
1553589_a_at	PDZK1IP1	877.4020176
1553590_at	FAM27E3	21.22977334
1553591_at	LOC100293142	55.94768717
1553592_x_at	LOC100293142	8.688108467
1553593_a_at	TAL2	50.1941051
1553594_a_at	NA	352.7562464
1553599_a_at	SYCP3	70.37212654
1553600_at	TMIE	45.45768165
1553601_a_at	TMIE	17.27375832
1553602_at	MUCL1	71.48654615
1553603_s_at	ATL2	239.5838585
1553604_at	ABCA13	0.879082586
1553605_a_at	ABCA13	5.755616981
1553607_at	NCRNA00189	18.25177244
1553608_a_at	NCRNA00189	19.93349431
1553611_s_at	KLHL35	89.85609266
1553612_at	ZNF354B	168.2590415
1553613_s_at	FOXC1	323.9312013
1553614_a_at	FLJ25694	31.43595968
1553618_at	NA	30.84968318
1553619_a_at	NA	6.054688431
1553620_at	TRIM42	30.50434175
1553622_a_at	FSIP1	4.244321348
1553623_at	MGC15705	5.319926209
1553625_at	FAM98B	111.0643537
1553626_a_at	C17orf57	59.66051246
1553627_s_at	C17orf57	4.175022684
1553629_a_at	FAM71B	6.989555842
1553630_at	C10orf107	4.247624389
1553633_s_at	NHEDC1	67.99685167
1553634_a_at	FLJ40852	8.465550431
1553635_s_at	TCTEX1D1	10.76618129
1553636_at	TMCO5A	2.881512204
1553637_s_at	TMCO5A	125.5768641
1553639_a_at	PPARGC1B	253.5083831
1553640_at	XKR6	98.91876818
1553641_a_at	TSGA13	85.57330744
1553642_at	C9orf163	153.9166434
1553644_at	C14orf49	135.4669552
1553645_at	CCDC141	120.8002625
1553646_at	HDX	50.60264893
1553647_at	CDYL2	69.18082658
1553651_at	C18orf54	5.756637354
1553652_a_at	C18orf54	6.724818951
1553654_at	SYT14	22.94339701
1553655_at	CDC20B	35.42942727
1553656_at	TECTB	32.68916687
1553657_at	VWA3A	89.93978373
1553658_at	LOC150197	54.99984696
1553660_at	HUS1B	32.637996
1553661_a_at	HUS1B	15.08557526
1553663_a_at	NPB	294.5567325
1553666_at	CCDC34	5.238875435
1553668_at	LRCH3	220.8680264
1553670_at	INTS4	75.85993984
1553672_at	ENAH	53.30301013
1553673_at	STK35	22.55765649
1553674_at	LRRIQ3	47.10342498
1553675_at	KLC4	35.67471191
1553677_a_at	TIPRL	309.3327211
1553678_a_at	ITGB1	4471.337296
1553679_s_at	VKORC1L1	60.50133322
1553681_a_at	PRF1	341.9658162
1553682_at	FBXL14	31.13072667
1553683_s_at	FBXL14	126.7515089
1553684_at	PPIL6	144.1860207
1553685_s_at	SP1	308.5037495
1553686_at	C18orf25	70.41655165
1553688_at	METTL6	27.79038026
1553689_s_at	METTL6	144.0856038
1553690_at	SGOL1	63.13426935
1553691_at	B3GALNT2	148.4762819
1553693_s_at	CBR4	664.1077685
1553694_a_at	PIK3C2A	410.4645541
1553695_a_at	NLRX1	311.9419199
1553696_s_at	ZNF569	184.6442188
1553697_at	C1orf96	4.658803453
1553698_a_at	C1orf96	1.934492213
1553701_a_at	DUSP18	18.01156098
1553702_at	ZNF697	56.70534355
1553703_at	ZNF791	1045.505182
1553704_x_at	ZNF791	943.6341799
1553705_a_at	CHRM3	27.42343266
1553706_at	HTRA4	28.85621075
1553708_at	MGC16075	62.59917577
1553709_a_at	PRPF38A	647.4951771
1553710_at	C4orf39	81.73325191
1553711_a_at	C4orf39	9.583203071
1553713_a_at	RHEBL1	119.3764115
1553715_s_at	FAM195A	2079.554134
1553717_at	KCTD7	4.508808011
1553718_at	ZNF548	1151.978348
1553719_s_at	ZNF548	272.7202992
1553720_a_at	FAM123A	12.72574148
1553721_at	RNF152	30.46416617
1553722_s_at	RNF152	39.41987536
1553723_at	GPR97	23.08500823
1553725_s_at	ZNF644	250.9198491
1553726_s_at	C6orf170	106.7370695
1553727_at	B4GALNT3	94.86984102
1553728_at	LRRC43	49.85304452
1553729_s_at	LRRC43	20.32490631
1553730_x_at	LRRC43	206.0652474
1553732_s_at	CCDC123	16.59829727
1553734_at	AK7	15.29469724
1553736_at	ZFC3H1	14.59224167
1553739_at	IRAK2	1.940511553
1553740_a_at	IRAK2	7.767811938
1553741_at	C1orf211	5.345514534
1553743_at	FAM119A	964.9522064
1553746_a_at	C12orf64	18.80071409
1553747_at	MGC16025	54.05948513
1553749_at	FAM76B	271.0818916
1553750_a_at	FAM76B	44.99389851
1553752_at	C20orf165	17.38780142
1553755_at	NXNL1	24.68539513
1553756_at	C9orf70	19.78786146
1553757_at	IQCG	34.81451423
1553759_at	MCM9	98.23931534
1553761_at	C22orf30	12.24357356
1553764_a_at	JUB	358.2674882
1553765_a_at	KLHL32	70.4302549
1553768_a_at	DCBLD1	121.6850965
1553769_at	SLAMF9	11.45334874
1553770_a_at	SLAMF9	46.21666502
1553772_at	GK5	23.26496619
1553775_at	FLJ31715	24.41784687
1553776_at	UBE2U	2.687315785
1553778_at	WBSCR27	45.75629968
1553780_at	MGC23270	16.8714685
1553781_at	ZC3HAV1L	18.79568815
1553785_at	RASGEF1B	7.124890075
1553787_at	C11orf45	68.24073732
1553789_a_at	C21orf58	41.85860186
1553792_at	KIAA1109	19.99438637
1553793_a_at	KIAA1109	16.33544088
1553794_at	STOML3	10.69419773
1553796_at	LOC150622	116.1656472
1553797_a_at	LOC150622	334.4254568
1553798_a_at	FBXL13	93.1337687
1553799_at	C15orf33	24.1679385
1553801_a_at	C14orf126	88.45410832
1553802_a_at	SOX3	20.49821524
1553803_at	C17orf46	329.5326723
1553804_a_at	C17orf46	14.4686283
1553805_at	C3orf49	188.8223254
1553808_a_at	NKX2-3	4.170068108
1553809_a_at	C9orf71	105.7159141
1553810_a_at	KIAA1524	6.948234096
1553811_at	MGC14436	61.4265051
1553812_at	TLE6	42.81929114
1553813_s_at	TLE6	24.70825531
1553815_a_at	TCEANC	312.2959328
1553817_at	NA	45.35946381
1553818_x_at	NA	62.39699494
1553821_at	C12orf51	7.818344997
1553822_at	RTP1	4.229002369
1553823_a_at	RTP1	36.86244132
1553826_a_at	C16orf11	111.3877031
1553828_at	FAM55A	57.31270958
1553829_at	C2orf58	82.22129681
1553830_s_at	NA	2.982198319
1553831_at	APOBEC3D	168.5480546
1553832_at	C21orf93	115.6492657
1553834_at	COL29A1	5.356599568
1553835_a_at	COL29A1	13.58916431
1553837_at	NA	8.021871832
1553838_at	C4orf45	11.17798908
1553839_at	CCDC149	98.31327884
1553840_a_at	CCDC149	35.58443893
1553842_at	BEND2	35.22584304
1553843_at	C10orf67	100.0699134
1553844_a_at	C10orf67	31.35888622
1553845_x_at	C10orf67	108.1829659
1553846_at	SPERT	18.99972908
1553847_a_at	SPERT	132.1704913
1553849_at	CCDC26	70.38070126
1553850_at	C21orf88	10.68921296
1553851_at	SPIC	2.926315488
1553852_at	VPS13B	6.884601781
1553856_s_at	P2RY10	99.55523918
1553857_at	IGSF22	90.84237769
1553858_at	ZBTB3	180.9119544
1553859_at	TPH1	7.829243821
1553860_at	DCST1	6.786185108
1553861_at	TCP11L2	114.685746
1553863_at	WDFY4	106.5215886
1553864_at	GPR26	71.84140927
1553865_a_at	GPR26	56.5366314
1553868_a_at	C5orf36	2.404137661
1553869_at	SESN3	3.669955987
1553871_at	C19orf34	154.3033392
1553872_at	C17orf103	107.013553
1553873_at	KLHL34	1578.003843
1553874_a_at	ZSCAN10	39.71822499
1553875_s_at	ZSCAN10	94.7148681
1553876_at	SAMD3	19.47692527
1553878_at	GOT1L1	16.78259393
1553879_a_at	GOT1L1	71.86752848
1553880_at	C10orf91	51.77463923
1553881_at	MGC16142	79.56561177
1553882_at	NA	2.911739595
1553883_at	ZNF99	51.74759895
1553885_x_at	ZNF99	4.232867188
1553886_at	CCDC108	3.389186722
1553887_at	C19orf75	9.545872896
1553888_at	LDHAL6A	96.76789591
1553889_at	MRGPRX2	8.701103853
1553890_s_at	NTN5	28.22593129
1553891_at	KLF17	60.11168311
1553893_at	CCDC105	70.41981722
1553894_at	CCDC122	31.43446888
1553895_at	C11orf42	21.71217533
1553898_a_at	DKFZp434L192	32.60070051
1553900_s_at	NA	39.20590599
1553901_x_at	ZNF486	98.30626645
1553905_at	CXorf22	46.20680106
1553906_s_at	FGD2	797.3336136
1553907_a_at	EXD1	2.529171454
1553909_x_at	FAM178A	313.2755309
1553910_at	NBPF4	68.92467861
1553911_at	ZNF663	8.092548551
1553912_at	FLJ35424	22.65267866
1553914_at	MGC34800	60.59030801
1553915_at	C10orf126	1.662482344
1553917_at	PIKFYVE	67.09781444
1553918_at	C21orf129	35.35123432
1553919_at	C9orf62	59.51936542
1553920_at	C9orf84	22.46755752
1553923_at	SLC22A24	65.86376434
1553924_at	FMO9P	4.156456045
1553927_at	C7orf33	17.19341819
1553928_at	ELMOD2	159.486691
1553929_at	ACER1	7.101106501
1553930_at	TAAR1	53.44239496
1553931_at	OSTCL	31.89435271
1553934_at	C18orf20	1.712455149
1553935_at	MGC2848	2.538518509
1553936_a_at	MGC2848	4.705695613
1553938_a_at	STK32A	9.027836734
1553940_a_at	LRRC28	203.9028995
1553943_at	NS3BP	85.8570497
1553944_at	MIA2	2.764970981
1553945_at	GPHB5	24.69274371
1553946_at	DCD	13.13451782
1553947_at	EXOSC6	81.00189176
1553949_at	IQSEC3	10.78604095
1553952_at	ZDHHC19	67.58572884
1553954_at	ALG14	604.6727461
1553955_at	KLRAQ1	737.3813532
1553956_at	ALS2CR4	680.0367761
1553957_at	ZNF564	352.9791965
1553959_a_at	B3GALT6	517.658801
1553960_at	SNX21	1489.349871
1553961_s_at	SNX21	543.6231324
1553962_s_at	RHOB	374.988847
1553963_at	RHOB	3.198823618
1553965_x_at	RHOB	15.92938038
1553967_at	NA	142.2186459
1553968_a_at	NA	147.5949616
1553970_s_at	CEL	24.83077537
1553971_a_at	GATS	391.540178
1553972_a_at	CBS	348.5300605
1553973_a_at	SPINK6	14.83863988
1553974_at	NA	2085.326812
1553976_a_at	DPCD	635.9159258
1553977_a_at	CYP39A1	471.026198
1553978_at	LOC729991	616.6423452
1553979_at	NA	1936.221975
1553982_a_at	RAB7B	296.9661417
1553983_at	DTYMK	130.5803662
1553984_s_at	DTYMK	485.4211433
1553986_at	RASEF	51.76233533
1553987_at	C12orf47	1230.235948
1553989_a_at	ATP6V1C2	13.41568651
1553990_at	C16orf79	200.5719316
1553991_s_at	VSIG10	199.7200391
1553992_s_at	NBR2	225.8519152
1553993_s_at	MED25	2539.179172
1553994_at	NT5E	104.9692893
1553995_a_at	NT5E	89.18549014
1553997_a_at	ASPHD1	494.3759984
1553998_at	NA	120.3223699
1554001_at	TRIM37	112.1069834
1554003_at	RGNEF	229.3169722
1554004_a_at	RGNEF	240.877422
1554006_a_at	LLGL2	24.52281432
1554007_at	NA	1355.924246
1554008_at	OSMR	181.5252434
1554010_at	NDST1	169.588063
1554012_at	RSPO2	4.41055455
1554014_at	CHD2	159.5742686
1554015_a_at	CHD2	73.30914386
1554016_a_at	C16orf57	163.8576909
1554017_at	RILPL1	131.6664534
1554018_at	GPNMB	141.2151828
1554019_s_at	C6orf182	217.1875855
1554020_at	BICD1	125.5638831
1554021_a_at	ZNF12	1112.175793
1554022_at	CCDC13	34.69592667
1554023_s_at	CCDC13	175.3830277
1554026_a_at	MYO10	3.969795375
1554027_a_at	SLC4A4	180.9634285
1554029_a_at	TTC37	95.68303815
1554030_at	ARSB	55.75614345
1554032_at	ARSB	33.88360848
1554033_at	FRMD4A	10.66377425
1554034_a_at	FRMD4A	3.534693175
1554036_at	ZBTB24	8.367088139
1554037_a_at	ZBTB24	74.14028321
1554038_at	LARP1B	69.84168896
1554039_at	C14orf159	221.1681499
1554041_at	NA	75.2249838
1554042_s_at	NA	89.63123646
1554043_a_at	NA	34.84743217
1554044_a_at	MRAP	371.6578134
1554045_at	ZNF24	68.56190214
1554047_at	TXNDC9	123.202012
1554049_s_at	DCAF8	27.06671894
1554050_at	SMPDL3B	138.1510583
1554052_at	CNOT1	173.7017425
1554053_at	SPTLC1	71.51619374
1554057_at	LOC645676	355.1057663
1554059_at	SETMAR	112.6970685
1554060_s_at	SETMAR	43.53717754
1554062_at	XG	302.537088
1554063_at	C8orf76	83.33252463
1554065_at	FAM125B	105.9915359
1554067_at	C12orf66	488.3620472
1554068_s_at	C12orf66	169.0925478
1554069_at	EPHA8	17.79130879
1554071_at	CCDC67	2.824780915
1554072_s_at	CCDC67	30.50094186
1554074_s_at	SLFNL1	30.4196614
1554076_s_at	TMEM136	122.8550202
1554077_a_at	TMEM53	320.3027855
1554078_s_at	DNAJA3	3874.93358
1554079_at	GALNTL4	497.7074684
1554080_at	RQCD1	368.6901851
1554082_a_at	NOL9	315.4656943
1554084_a_at	NOL9	313.816665
1554085_at	DDX51	281.3980891
1554086_at	TUBGCP3	86.43404364
1554089_s_at	NA	6868.743486
1554091_a_at	TIRAP	303.6079574
1554093_a_at	SNAPC5	1182.125841
1554094_at	ENTPD5	21.89385045
1554095_at	RBM33	94.2126693
1554096_a_at	RBM33	47.87570852
1554097_a_at	LOC554202	122.3253036
1554098_at	SPIN3	70.41570155
1554099_a_at	SPIN3	104.203196
1554101_a_at	TMTC4	13.05680305
1554102_a_at	TMTC4	147.4873042
1554103_at	NA	44.35367566
1554105_at	TMEM185A	311.065733
1554106_at	NBEAL1	467.9813447
1554108_at	NA	97.38496028
1554110_at	CDCP1	16.39655133
1554112_a_at	ULK2	570.1546124
1554113_a_at	SLC4A8	33.9106098
1554114_s_at	SSH2	87.80894804
1554115_at	C5orf58	18.20173153
1554116_s_at	PARP11	154.0895203
1554117_at	CCDC60	108.9789434
1554119_at	C16orf57	109.9064656
1554121_at	HSD17B12	2.779363451
1554122_a_at	HSD17B12	12.88303492
1554125_a_at	NLGN4Y	4.976415448
1554126_at	MSRB3	616.3174828
1554127_s_at	MSRB3	665.5454532
1554128_at	ADIG	6.296754596
1554129_a_at	ADIG	26.4658755
1554131_at	FAM190B	42.46354784
1554132_a_at	FAM190B	46.98254153
1554133_at	RUFY2	18.46998827
1554140_at	WDR78	14.25709143
1554141_s_at	WDR78	4.608772764
1554142_at	SUGT1L1	1.154962255
1554143_a_at	SUGT1L1	55.81311531
1554145_a_at	KLRAQ1	513.6365262
1554147_s_at	C3orf15	43.85718821
1554148_a_at	SLC33A1	361.3823704
1554149_at	CLDND1	1932.443066
1554151_at	OGDH	152.1852086
1554152_a_at	OGDH	388.4171304
1554153_a_at	PHF21A	259.8792254
1554154_at	GDAP2	256.4056989
1554155_at	MCPH1	349.6815632
1554156_a_at	WFDC8	3.31699694
1554157_a_at	WFDC8	56.23705548
1554158_at	ZMYND11	52.1784951
1554159_a_at	ZMYND11	189.2363168
1554160_a_at	ZNF446	233.3781365
1554161_at	SLC25A27	278.736014
1554163_at	TWIST2	7.759763545
1554165_at	FAM53B	66.30270476
1554167_a_at	GOLGA7	1312.127136
1554168_a_at	SH3KBP1	1465.038776
1554170_a_at	MBLAC1	195.7912801
1554171_at	ZMYM3	44.63867064
1554172_a_at	ZMYM3	68.73551664
1554173_at	CD300LB	143.0827029
1554175_at	CD300LB	98.26300355
1554176_a_at	C3orf33	89.82426841
1554177_a_at	ATP5S	679.3537663
1554178_a_at	FAM126B	482.5825412
1554179_s_at	LYNX1	38.25481284
1554181_at	SNX32	41.01892682
1554182_at	NA	42.45634914
1554183_s_at	NA	100.2833916
1554185_at	LOC554206	153.0637489
1554187_at	LOC554206	15.1455264
1554188_at	C11orf53	49.33943038
1554190_s_at	C10orf81	9.820925514
1554192_s_at	C4orf23	114.3126199
1554193_s_at	MANEA	54.33699956
1554194_at	LOC100287037	80.47292923
1554195_a_at	C5orf46	16.78958402
1554196_at	IZUMO1	4.996555861
1554198_at	SH3YL1	14.09365785
1554199_at	PTPRO	5.837076126
1554201_at	CABP4	57.97371418
1554202_x_at	CABP4	250.5465121
1554203_at	NCRNA00110	70.53344185
1554205_s_at	ICA1L	151.2873921
1554206_at	TMLHE	142.7329353
1554208_at	MEI1	186.1444112
1554210_at	ZCCHC13	19.06656187
1554212_s_at	KCNS2	136.9515934
1554213_at	ARHGEF10	156.4045387
1554214_at	NA	10.99769249
1554216_at	CCDC132	44.88009846
1554217_a_at	CCDC132	106.3883136
1554219_at	NA	77.00904632
1554220_a_at	NA	51.85937197
1554222_at	MGC45922	98.73465351
1554224_at	NA	9.928606552
1554225_a_at	NA	33.4900496
1554228_a_at	C8orf56	11.83962153
1554229_at	C5orf41	231.9957844
1554231_a_at	ZNF396	18.06017518
1554232_a_at	NA	3.76290754
1554233_at	C1QTNF9	218.7394703
1554234_at	KATNAL2	103.2364692
1554235_at	CTNNA3	101.1708178
1554237_at	SDCCAG8	99.26772849
1554239_s_at	ZADH2	628.1641909
1554240_a_at	ITGAL	249.3322695
1554241_at	COCH	6852.515058
1554242_a_at	COCH	136.6115163
1554245_x_at	NA	173.8295298
1554246_at	C1orf210	15.5345784
1554248_at	ZNF638	155.020462
1554249_a_at	ZNF638	198.9763005
1554250_s_at	TRIM73	157.2577552
1554251_at	HP1BP3	464.4361854
1554252_a_at	LASS3	79.37320563
1554253_a_at	LASS3	65.27410629
1554256_a_at	PCNXL2	100.5523735
1554258_a_at	DNAJC5B	189.3348959
1554259_at	GPSM1	19.76403919
1554260_a_at	FRYL	281.9907292
1554261_at	KLHL29	4.399472786
1554262_s_at	KLHL29	63.36858628
1554264_at	CKAP2	5.553466934
1554266_at	NA	80.50768629
1554268_at	MORN1	128.7563385
1554271_a_at	CENPL	79.09964697
1554272_at	ERAP2	13.118446
1554273_a_at	ERAP2	106.5801044
1554274_a_at	SSH1	162.4406957
1554276_at	SART3	27.76713098
1554277_s_at	FANCM	2.957582333
1554279_a_at	TRMT2B	102.6076204
1554280_a_at	C9orf43	89.11981772
1554281_at	NA	12.75465526
1554283_at	CCRN4L	92.96141349
1554285_at	HAVCR2	156.2845619
1554286_at	FLJ25758	19.03195768
1554287_at	TRIM4	100.3722917
1554288_at	FAM160B1	34.69571808
1554290_at	HERC3	74.14625435
1554291_at	UHRF1BP1L	97.02883116
1554292_a_at	UHRF1BP1L	39.18272262
1554293_at	TTBK2	3.082215104
1554294_s_at	TTBK2	3.65991604
1554295_x_at	TTBK2	3.504937852
1554296_at	CYP19A1	2.091082026
1554298_a_at	WDR49	11.19317638
1554299_at	NPAS4	13.55047531
1554300_a_at	SVOPL	7.629164823
1554301_at	LOC645591	13.92053661
1554302_s_at	LOC645591	8.660312806
1554303_at	HNMT	34.42349047
1554305_at	MGC20647	139.1431724
1554306_at	ITPKB	37.18816559
1554307_at	LOC644852	8.827391575
1554308_s_at	GABRA2	25.02303949
1554309_at	EIF4G3	41.39091331
