"","affy_hg_u133_plus_2","hgnc_symbol"
"29560","224437_s_at","VTA1"
"29561","223022_s_at","VTA1"
"29562","223177_at","NT5DC1"
"29563","223178_s_at","NT5DC1"
"29564","221586_s_at","E2F5"
"29565","223796_at","CNTNAP3P2"
"29566","224412_s_at","TRPM6"
"29567","221102_s_at","TRPM6"
"29568","223882_at","FAM172A"
"29569","221061_at","PKD2L1"
"29570","220907_at","ADGRF1"
"29571","224647_at","CCNY"
"29572","224652_at","CCNY"
"29573","224649_x_at","CCNY"
"29574","224651_at","CCNY"
"29575","223039_at","GUCD1"
"29576","221969_at","PAX5"
"29577","224049_at","KCNK17"
"29578","222955_s_at","DENND10"
"29579","225351_at","DENND10"
"29580","221804_s_at","DENND10"
"29581","222595_s_at","DIDO1"
"29582","225192_at","CACUL1"
"29583","225365_at","ZDHHC20"
"29584","224275_at","ADGRV1"
"29585","223582_at","ADGRV1"
"29586","224824_at","COX20P1"
"29587","224597_at","NORAD"
"29588","220549_at","RAD54B"
"29589","225149_at","PCID2"
"29590","223181_at","TIMM21"
"29591","223180_s_at","TIMM21"
"29592","224492_s_at","ZNF627"
"29593","224862_at","GNAQ"
"29594","224861_at","GNAQ"
"29595","224863_at","GNAQ"
"29596","221056_x_at","EPS15L1"
"29597","222113_s_at","EPS15L1"
"29598","222112_at","EPS15L1"
"29599","220892_s_at","PSAT1"
"29600","223062_s_at","PSAT1"
"29601","225091_at","ZCCHC3"
"29602","223706_at","C22orf23"
"29603","221524_s_at","RRAGD"
"29604","221523_s_at","RRAGD"
"29605","221001_at",""
"29606","223782_s_at","TINAG"
"29607","223951_at",""
"29608","223361_at","ABRACL"
"29609","224749_at","FAM234A"
"29610","220759_at","EDDM3B"
"29611","220933_s_at","TUT7"
"29612","222394_at","PDCD6IP"
"29613","223999_at","PPIL2"
"29614","221974_at","SNHG14"
"29615","221529_s_at","PLVAP"
"29616","222864_s_at","ZNF219"
"29617","221092_at","IKZF3"
"29618","221838_at","KLHL22"
"29619","221837_at","KLHL22"
"29620","220925_at","NAA35"
"29621","223398_at","CARD19"
"29622","221907_at","TRMT61A"
"29623","222327_x_at",""
"29624","221221_s_at","KLHL3"
"29625","224534_at","KREMEN1"
"29626","224684_at","SNX12"
"29627","222815_at","RLIM"
"29628","225416_at","RLIM"
"29629","221811_at","PGAP3"
"29630","225035_x_at","WASH4P"
"29631","222865_x_at","TMEM204"
"29632","222911_s_at","DIPK2B"
"29633","222781_s_at","C9orf40"
"29634","222518_at","ARFGEF2"
"29635","220864_s_at",""
"29636","221711_s_at","BABAM1"
"29637","225328_at","FBXO32"
"29638","225345_s_at","FBXO32"
"29639","221042_s_at","CLMN"
"29640","223669_at","HEMGN"
"29641","223670_s_at","HEMGN"
"29642","222149_x_at","GOLGA8CP"
"29643","223306_at","EBPL"
"29644","224690_at","FAM210B"
"29645","224693_at","FAM210B"
"29646","221332_at","BMP15"
"29647","225532_at","CABLES1"
"29648","225531_at","CABLES1"
"29649","222498_at","AZI2"
"29650","223846_at","AZI2"
"29651","225517_at","ZNF770"
"29652","222990_at","UBQLN1"
"29653","222991_s_at","UBQLN1"
"29654","222989_s_at","UBQLN1"
"29655","221064_s_at","UNKL"
"29656","222030_at","SIVA1"
"29657","225310_at","RBMX"
"29658","224409_s_at","TSSK6"
"29659","220864_s_at","NDUFA13"
"29660","224797_at","ARRDC3"
"29661","220844_at","ELOA2"
"29662","222399_s_at","TM9SF3"
"29663","224755_at","TM9SF3"
"29664","220608_s_at",""
"29665","221407_at","GJD2"
"29666","225165_at","PPP1R1B"
"29667","223212_at","ZDHHC16"
"29668","222865_x_at",""
"29669","222115_x_at","GLYR1"
"29670","221628_s_at","GLYR1"
"29671","222652_s_at","GLYR1"
"29672","225164_s_at","EIF2AK4"
"29673","222344_at","NREP"
"29674","224519_at","RPL7AP46"
"29675","220835_s_at","ZNF407"
"29676","220836_at","ZNF407"
"29677","222735_at","TMEM38B"
"29678","222736_s_at","TMEM38B"
"29679","224447_s_at","MIEN1"
"29680","224128_at","RTF2"
"29681","222096_x_at","FAM242F"
"29682","224538_s_at","PARD6G"
"29683","220888_s_at","CASS4"
"29684","222894_x_at","NDUFAF5"
"29685","222686_s_at","CPPED1"
"29686","222869_s_at","ELAC1"
"29687","225076_s_at","ZNFX1"
"29688","222535_at","INF2"
"29689","222534_s_at","INF2"
"29690","224469_s_at","INF2"
"29691","222904_s_at","TMC5"
"29692","224765_at","MSL1"
"29693","225275_at","EDIL3"
"29694","225143_at","SFXN4"
"29695","222909_s_at",""
"29696","223946_at","MED23"
"29697","223947_s_at","MED23"
"29698","224915_x_at","ZFAS1"
"29699","222663_at","RIOK2"
"29700","221772_s_at","PPP2R2D"
"29701","225066_at","PPP2R2D"
"29702","221511_x_at","DNAAF4-CCPG1"
"29703","222156_x_at","DNAAF4-CCPG1"
"29704","223040_at","NAA20"
"29705","223777_at","DDX11L8"
"29706","222613_at","C12orf4"
"29707","222088_s_at","SLC2A3"
"29708","221760_at","MAN1A1"
"29709","223259_at","ORMDL3"
"29710","225022_at","GOPC"
"29711","225023_at","GOPC"
"29712","223400_s_at","PBRM1"
"29713","223238_s_at","PBRM1"
"29714","224152_s_at","PBRM1"
"29715","221212_x_at","PBRM1"
"29716","222263_at","SLC35E1"
"29717","220796_x_at","SLC35E1"
"29718","222265_at","TNS4"
"29719","222609_s_at","EXOSC1"
"29720","225096_at","COPRS"
"29721","223598_at","RAD23B"
"29722","221758_at","ARMC6"
"29723","222934_s_at","CLEC4E"
"29724","225044_at","NT5C3B"
"29725","224619_at","GOLM2"
"29726","223172_s_at",""
"29727","223172_s_at","MTFP1"
"29728","221780_s_at","DDX27"
"29729","225431_x_at","PM20D2"
"29730","225421_at","PM20D2"
"29731","221036_s_at","APH1B"
"29732","221750_at","HMGCS1"
"29733","224028_at","CPA6"
"29734","220806_x_at","GNG13"
"29735","223270_at","CTDSPL2"
"29736","223271_s_at","CTDSPL2"
"29737","224622_at","TBC1D14"
"29738","224477_s_at","MGRN1"
"29739","224240_s_at","CCL28"
"29740","224027_at","CCL28"
"29741","221802_s_at","SHTN1"
"29742","223841_s_at","SPATA9"
"29743","223840_s_at","SPATA9"
"29744","225456_at","MED1"
"29745","225452_at","MED1"
"29746","222921_s_at","HEY2"
"29747","223085_at","RNF19A"
"29748","222776_at","MAGOHB"
"29749","224326_s_at","PCGF7P"
"29750","222765_x_at","ESF1"
"29751","221634_at","RPL23AP60"
"29752","223536_at","PSD2"
"29753","221394_at","TAAR2"
"29754","222474_s_at","TOMM22"
"29755","225219_at","SMAD5"
"29756","225223_at","SMAD5"
"29757","223393_s_at","TSHZ3"
"29758","223392_s_at","TSHZ3"
"29759","222127_s_at","EXOC1"
"29760","224796_at","ASAP1"
"29761","224790_at","ASAP1"
"29762","221039_s_at","ASAP1"
"29763","224791_at","ASAP1"
"29764","224467_s_at","PDCD2L"
"29765","221193_s_at","ZCCHC10"
"29766","223803_s_at","ZCCHC10"
"29767","221065_s_at","CHST8"
"29768","223918_at","MEIKIN"
"29769","225351_at","DENND10P1"
"29770","221804_s_at","DENND10P1"
"29771","222955_s_at","DENND10P1"
"29772","222180_at",""
"29773","224650_at","MAL2"
"29774","222638_s_at","TMEM242"
"29775","220981_x_at","NXF2"
"29776","225145_at","NCOA5"
"29777","222852_at","C10orf88"
"29778","221657_s_at","ASB6"
"29779","222524_s_at","ASB6"
"29780","220752_at","PBX3-DT"
"29781","221441_at","GSC2"
"29782","222257_s_at",""
"29783","221475_s_at",""
"29784","221202_at",""
"29785","222392_x_at","PERP"
"29786","224879_at","DMAC1"
"29787","224860_at","DMAC1"
"29788","221941_at",""
"29789","222716_s_at","SNX24"
"29790","222072_at","ADD3-AS1"
"29791","220732_at","PREX2"
"29792","222251_s_at","GMEB2"
"29793","220902_at",""
"29794","222071_s_at","SLCO4C1"
"29795","222557_at","STMN3"
"29796","222846_at","RAB8B"
"29797","221698_s_at","CLEC7A"
"29798","224808_s_at","GET4"
"29799","223811_s_at","GET4"
"29800","221848_at","ZGPAT"
"29801","221556_at","CDC14B"
"29802","221555_x_at","CDC14B"
"29803","224891_at","FOXO3"
"29804","224889_at","FOXO3"
"29805","221848_at",""
"29806","222650_s_at","SLC2A4RG"
"29807","223693_s_at","RADIL"
"29808","221670_s_at","LHX3"
"29809","222774_s_at","NETO2"
"29810","222899_at","ITGA11"
"29811","221696_s_at","STYK1"
"29812","225285_at","BCAT1"
"29813","224530_s_at","KCNIP4"
"29814","221779_at","MICALL1"
"29815","225202_at","RHOBTB3"
"29816","222404_x_at","HACD3"
"29817","222405_at","HACD3"
"29818","220998_s_at","UNC93B2"
"29819","223784_at","CLTRN"
"29820","221107_at","CHRNA9"
"29821","221989_at","RPL10"
"29822","222387_s_at","VPS35"
"29823","222388_s_at","VPS35"
"29824","223615_at","ABI3"
"29825","224478_s_at","C7orf50"
"29826","222431_at","SPIN1"
"29827","224250_s_at","SECISBP2"
"29828","224918_x_at","MGST1"
"29829","222395_s_at","UBE2Z"
"29830","225505_s_at","PCED1A"
"29831","222714_s_at","LACTB2"
"29832","222387_s_at","VPS35P1"
"29833","224808_s_at","SUN1"
"29834","223811_s_at","SUN1"
"29835","224845_s_at","SLAIN2"
"29836","224854_s_at","SLAIN2"
"29837","224843_at","SLAIN2"
"29838","224853_at","SLAIN2"
"29839","224844_at","SLAIN2"
"29840","221935_s_at","EOGT"
"29841","220927_s_at","HPSE2"
"29842","221833_at","LONP2"
"29843","223099_s_at","LONP2"
"29844","221834_at","LONP2"
"29845","223098_s_at","LONP2"
"29846","225314_at","OCIAD2"
"29847","225326_at","RBM27"
"29848","225292_at","COL27A1"
"29849","225293_at","COL27A1"
"29850","225288_at","COL27A1"
"29851","224689_at","MANBAL"
"29852","224407_s_at","STK26"
"29853","223918_at",""
"29854","220998_s_at","UNC93B3"
"29855","220588_at","BCAS4"
"29856","222496_s_at","RBM47"
"29857","221950_at","EMX2"
"29858","222388_s_at",""
"29859","221751_at","PANK3"
"29860","221952_x_at","HMGN2P3"
"29861","220781_at","DELEC1"
"29862","224839_s_at","GPT2"
"29863","220830_at","IMPG2"
"29864","220917_s_at","WDR19"
"29865","221867_at","N4BP1"
"29866","221449_s_at","ITFG1"
"29867","223007_s_at","TMEM245"
"29868","223008_s_at","TMEM245"
"29869","223006_s_at","TMEM245"
"29870","223005_s_at","TMEM245"
"29871","222597_at","SNAP29"
"29872","221841_s_at","KLF4"
"29873","224271_x_at","FRMD8P1"
"29874","221425_s_at","ISCA1"
"29875","225121_at","TBC1D23"
"29876","221598_s_at","MED27"
"29877","223801_s_at","APOL4"
"29878","224491_at","APOL4"
"29879","223712_at","PCBD2"
"29880","220966_x_at","ARPC5L"
"29881","223101_s_at","ARPC5L"
"29882","220953_s_at","MTMR12"
"29883","225232_at","MTMR12"
"29884","223729_at","CECR2"
"29885","224816_at",""
"29886","220735_s_at","SENP7"
"29887","223444_at","SENP7"
"29888","222905_s_at","TMEM143"
"29889","223955_at","CRACR2A"
"29890","221201_s_at","ZNF155"
"29891","225229_at","AFF4"
"29892","224165_s_at","IQCH"
"29893","222426_at","MAPKAP1"
"29894","225033_at","ST3GAL1"
"29895","225034_at","ST3GAL1"
"29896","221633_at","NCAPH2"
"29897","224523_s_at","CMSS1"
"29898","224934_at","YIPF5"
"29899","224953_at","YIPF5"
"29900","224949_at","YIPF5"
"29901","221423_s_at","YIPF5"
"29902","223083_s_at","RAB4B-EGLN2"
"29903","220956_s_at","RAB4B-EGLN2"
"29904","220786_s_at","SLC38A4"
"29905","222469_s_at","TOLLIP"
"29906","222028_at","ZNF45"
"29907","225270_at","NEO1"
"29908","222268_x_at","MUC5B"
"29909","223083_s_at","EGLN2"
"29910","220956_s_at","EGLN2"
"29911","222543_at","DERL1"
"29912","225488_at","DERL1"
"29913","223715_at","BRSK2"
"29914","222945_x_at","OLAH"
"29915","225041_at",""
"29916","221652_s_at","INTS13"
"29917","225176_at","LNPEP"
"29918","225134_at","SPRYD3"
"29919","222272_x_at","SCIN"
"29920","225206_s_at","MTRF1L"
"29921","225215_s_at","MTRF1L"
"29922","221086_s_at","FEZF2"
"29923","222089_s_at","DNAAF8"
"29924","221194_s_at","TBC1D3P1-DHX40P1"
"29925","221195_at","TBC1D3P1-DHX40P1"
"29926","220660_at","LINC00474"
"29927","222749_at","SUFU"
"29928","224201_s_at","SUFU"
"29929","224202_at","SUFU"
"29930","224203_at","SUFU"
"29931","225035_x_at","WASH6P"
"29932","223928_s_at","GUCA1C"
"29933","225074_at","RAB2B"
"29934","221326_s_at","TUBD1"
"29935","225172_at","CRAMP1"
"29936","221152_at","COL8A1"
"29937","223594_at","TMEM117"
"29938","223328_at","ARMC10P1"
"29939","223926_at","KIF2B"
"29940","224397_s_at","TMTC1"
"29941","222423_at","NDFIP1"
"29942","222422_s_at","NDFIP1"
"29943","222697_s_at","ABHD10"
"29944","223832_s_at","CAPNS2"
"29945","223188_at","SMG9"
"29946","221335_x_at","SMG9"
"29947","225354_s_at","SH3BGRL2"
"29948","224614_at","DYNC1LI2"
"29949","224616_at","DYNC1LI2"
"29950","223688_s_at","LY6K"
"29951","223687_s_at","LY6K"
"29952","222780_s_at","BAALC"
"29953","223120_at","FUCA2"
"29954","223628_at","TMEM191C"
"29955","224579_at","SLC38A1"
"29956","224580_at","SLC38A1"
"29957","221041_s_at","SLC17A5"
"29958","223441_at","SLC17A5"
"29959","221322_at","NPVF"
"29960","223550_s_at","CA10"
"29961","220889_s_at","CA10"
"29962","221504_s_at","ATP6V1H"
"29963","220701_at",""
"29964","224168_at","TXNDC2"
"29965","225198_at","VAPA"
"29966","223558_at","INIP"
"29967","223559_s_at","INIP"
"29968","222873_s_at","EHMT1"
"29969","225461_at","EHMT1"
"29970","224834_at","UBTD2"
"29971","224827_at","UBTD2"
"29972","222908_at","PIEZO2"
"29973","223720_at","SPINK7"
"29974","224764_at",""
"29975","221412_at",""
"29976","221634_at","CENPBD2P"
"29977","222694_at","CENPBD2P"
"29978","224380_s_at","TAF7L"
"29979","221194_s_at","RNFT1"
"29980","221195_at","RNFT1"
"29981","221149_at","C5AR2"
"29982","222225_at",""
"29983","223306_at",""
"29984","222833_at","LPCAT2"
"29985","220711_at","MAML1"
"29986","220705_s_at","ADAMTS7"
"29987","220706_at","ADAMTS7"
"29988","222690_s_at","TMEM39A"
"29989","225509_at","SAP30L"
"29990","222551_s_at","C8orf33"
"29991","225493_at","CCNT1"
"29992","221349_at","VPREB1"
"29993","224342_x_at",""
"29994","224342_x_at","IGLV1-51"
"29995","223004_s_at","TIMMDC1"
"29996","222982_x_at","SLC38A2"
"29997","220924_s_at","SLC38A2"
"29998","222713_s_at","FANCF"
"29999","221259_s_at","TEX11"
"30000","221022_s_at","PMFBP1"
"30001","224962_at","TMEM250"
"30002","223483_at","SERGEF"
"30003","220638_s_at","CBLC"
"30004","221323_at","ULBP1"
"30005","223740_at","AGPAT4"
"30006","224285_at","GPR174"
"30007","220770_s_at","ZBED8"
"30008","224540_at","LACRT"
"30009","222927_s_at","CPLX3"
"30010","225528_at","IPO8"
"30011","225067_at","ULK3"
"30012","223634_at","RASD2"
"30013","222637_at","COMMD10"
"30014","224272_at","RACGAP1P1"
"30015","224117_at",""
"30016","221828_s_at","MVB12B"
"30017","221687_s_at","MVB12B"
"30018","221653_x_at","APOL2"
"30019","221013_s_at","APOL2"
"30020","224942_at","PAPPA"
"30021","224940_s_at","PAPPA"
"30022","224941_at","PAPPA"
"30023","225418_at",""
"30024","223287_s_at",""
"30025","223936_s_at",""
"30026","221873_at","ZNF143"
"30027","222773_s_at","GALNT12"
"30028","225525_at","KIAA1671"
"30029","224170_s_at","TULP4"
"30030","221306_at","GPR27"
"30031","224995_at","SPIRE1"
"30032","225018_at","SPIRE1"
"30033","224326_s_at","PCGF6"
"30034","221160_s_at","CABP5"
"30035","225048_at","PHF10"
"30036","225413_at","ATP5MK"
"30037","223617_x_at","ATAD3B"
"30038","223136_at","AIG1"
"30039","223777_at","DDX11L17"
"30040","220928_s_at","PRDM16"
"30041","222740_at","ATAD2"
"30042","221585_at","CACNG4"
"30043","224445_s_at","ZFYVE21"
"30044","221858_at","TBC1D12"
"30045","225287_s_at","PIP4P1"
"30046","224720_at","MIB1"
"30047","224726_at","MIB1"
"30048","224725_at","MIB1"
"30049","224722_at","MIB1"
"30050","220628_s_at","SDK2"
"30051","223569_at","PLPP5"
"30052","223568_s_at","PLPP5"
"30053","221583_s_at","KCNMA1"
"30054","221584_s_at","KCNMA1"
"30055","224629_at","LMAN1"
"30056","224750_at","RNF185"
"30057","221521_s_at","GINS2"
"30058","222544_s_at","NSD3"
"30059","223569_at","NSD3"
"30060","221248_s_at","NSD3"
"30061","223568_s_at","NSD3"
"30062","225318_at","NSD3"
"30063","224076_s_at","NSD3"
"30064","220773_s_at","GPHN"
"30065","223319_at","GPHN"
"30066","221103_s_at","CFAP44"
"30067","221775_x_at",""
"30068","221316_at","CATSPERG"
"30069","223019_at","NIBAN2"
"30070","224488_s_at","SPON1"
"30071","224990_at","SMIM14"
"30072","224989_at","SMIM14"
"30073","222164_at","RPS20P22"
"30074","223780_s_at","MED13"
"30075","223250_at","KLHL7"
"30076","222321_at","AGTR2"
"30077","222451_s_at","ZDHHC9"
"30078","223528_s_at","METTL17"
"30079","223988_x_at","METTL17"
"30080","223692_at","NMNAT1"
"30081","223463_at","RAB23"
"30082","220955_x_at","RAB23"
"30083","220850_at","MORC1"
"30084","225297_at","HAUS1"
"30085","223362_s_at","SEPTIN3"
"30086","221514_at","UTP14A"
"30087","221098_x_at","UTP14A"
"30088","221513_s_at","UTP14A"
"30089","224198_at","CELA1"
"30090","225179_at","UBE2K"
"30091","223186_at","PEDS1"
"30092","222519_s_at","IFT57"
"30093","222520_s_at","IFT57"
"30094","225216_at","FAM199X"
"30095","222254_at","COX6CP2"
"30096","222795_s_at","PLCXD1"
"30097","224901_at","SCD5"
"30098","224018_s_at","SCD5"
"30099","224179_s_at","MIOX"
"30100","225140_at","KLF3"
"30101","225133_at","KLF3"
"30102","222913_at","KLF3"
"30103","221284_s_at","SRC"
"30104","222856_at","APLN"
"30105","224190_x_at","NOD1"
"30106","221073_s_at","NOD1"
"30107","225111_s_at","NAPB"
"30108","220828_s_at","LINC01949"
"30109","225147_at","CYTH3"
"30110","225433_at","GTF2A1"
"30111","225035_x_at","WASH9P"
"30112","225030_at","BOD1"
"30113","222938_x_at","ENPP3"
"30114","221812_at","FBXO42"
"30115","221813_at","FBXO42"
"30116","224294_at",""
"30117","222866_s_at","FLVCR2"
"30118","224046_s_at","PDE7A"
"30119","223358_s_at","PDE7A"
"30120","224716_at","MIR4647"
"30121","220634_at","TBX4"
"30122","222165_x_at","BBLN"
"30123","223109_at","TRUB2"
"30124","220556_at","ATP1B4"
"30125","221791_s_at",""
"30126","220920_at","ATP10B"
"30127","222102_at","GSTA3"
"30128","225256_at",""
"30129","224761_at","GNA13"
"30130","223998_at","TTLL2"
"30131","225301_s_at",""
"30132","220595_at","PDZRN4"
"30133","221492_s_at","ATG3"
"30134","225081_s_at","CDCA7L"
"30135","221843_s_at","MEAK7"
"30136","224951_at","CERS5"
"30137","221981_s_at","WDR59"
"30138","224304_x_at","NIN"
"30139","224303_x_at","NIN"
"30140","223981_at","NIN"
"30141","223689_at","IGF2BP1"
"30142","222769_at","MTHFSD"
"30143","223573_s_at","PPP2R2C"
"30144","223574_x_at","PPP2R2C"
"30145","225487_at","TMEM18"
"30146","225489_at","TMEM18"
"30147","224917_at","VMP1"
"30148","220990_s_at","VMP1"
"30149","223588_at","THAP2"
"30150","225299_at","MYO5B"
"30151","225301_s_at","MYO5B"
"30152","223438_s_at","PPARA"
"30153","223437_at","PPARA"
"30154","221665_s_at","EPS8L1"
"30155","221655_x_at","EPS8L1"
"30156","222695_s_at",""
"30157","224498_x_at",""
"30158","225519_at","PPP4R2"
"30159","221219_s_at","KLHDC4"
"30160","220863_at",""
"30161","221493_at","TSPYL1"
"30162","222722_at","OGN"
"30163","221168_at","PRDM13"
"30164","223152_at","PPP1R12C"
"30165","224396_s_at","ASPN"
"30166","223446_s_at","DTNBP1"
"30167","223445_at","DTNBP1"
"30168","223763_at","DTNBP1"
"30169","222823_at","IPPK"
"30170","224011_at",""
"30171","223579_s_at","APOB"
"30172","221634_at","RPL23AP87"
"30173","222596_s_at","LGR4"
"30174","221931_s_at","SEH1L"
"30175","223225_s_at","SEH1L"
"30176","223697_x_at","C9orf64"
"30177","223296_at",""
"30178","222134_at","DDO"
"30179","222854_s_at","GEMIN8"
"30180","222489_s_at","WRNIP1"
"30181","223202_s_at","TMEM164"
"30182","223201_s_at","TMEM164"
"30183","225185_at","MRAS"
"30184","224087_at",""
"30185","223439_at","NKAP"
"30186","222608_s_at","ANLN"
"30187","223566_s_at","BCOR"
"30188","223916_s_at","BCOR"
"30189","223915_at","BCOR"
"30190","224395_s_at","RNF7"
"30191","224439_x_at","RNF7"
"30192","224394_at","RNF7"
"30193","220707_s_at","FOXRED2"
"30194","222586_s_at","OSBPL11"
"30195","220731_s_at","NECAP2"
"30196","222797_at","DPYSL5"
"30197","224100_s_at","DPYSL5"
"30198","224485_s_at","SLC30A2"
"30199","223382_s_at","ZNRF1"
"30200","223383_at","ZNRF1"
"30201","222915_s_at","BANK1"
"30202","223921_s_at","GBA2"
"30203","224627_at","GBA2"
"30204","224379_at","FTHL17"
"30205","224631_at","ZFP91"
"30206","224636_at","ZFP91"
"30207","222083_at","GLYAT"
"30208","224284_x_at",""
"30209","224917_at","MIR21"
"30210","222064_s_at","AARSD1"
"30211","224583_at","COTL1"
"30212","221059_s_at","COTL1"
"30213","224415_s_at","HINT2"
"30214","221749_at","YTHDF3"
"30215","224415_s_at",""
"30216","224480_s_at","GPAT3"
"30217","222764_at","ASRGL1"
"30218","222077_s_at","RACGAP1"
"30219","222064_s_at","PTGES3L-AARSD1"
"30220","223461_at","TBC1D7"
"30221","223509_at","CLDN2"
"30222","224061_at","INMT"
"30223","221279_at","GDAP1"
"30224","221409_at","OR2S2"
"30225","222927_s_at",""
"30226","222816_s_at","ZCCHC2"
"30227","224503_s_at","ZCCHC2"
"30228","221916_at","NEFL"
"30229","221801_x_at","NEFL"
"30230","221805_at","NEFL"
"30231","220674_at","CD22"
"30232","221805_at","MIR6841"
"30233","223154_at","MRPL1"
"30234","224805_s_at","FAM219B"
"30235","224804_s_at","FAM219B"
"30236","224798_s_at","FAM219B"
"30237","220838_at","EXD3"
"30238","221970_s_at","NOL11"
"30239","224123_at",""
"30240","220562_at","CYP2W1"
"30241","225054_x_at",""
"30242","225055_at",""
"30243","221790_s_at","LDLRAP1"
"30244","222538_s_at","APPL1"
"30245","222192_s_at","LDAH"
"30246","222193_at","LDAH"
"30247","221501_x_at","NPIPA5"
"30248","224063_at","NLN"
"30249","220789_s_at","TBRG4"
"30250","224547_at",""
"30251","225425_s_at","MRPL41"
"30252","223491_at","COMMD2"
"30253","223974_at","DLGAP1-AS2"
"30254","224762_at","SERINC2"
"30255","220911_s_at","NYNRIN"
"30256","225466_at","PATL1"
"30257","225468_at","PATL1"
"30258","223283_s_at","TSHZ1"
"30259","223282_at","TSHZ1"
"30260","224393_s_at","TMEM121B"
"30261","222476_at","CNOT6"
"30262","222317_at","PDE3B"
"30263","221808_at","RAB9A"
"30264","225395_s_at","FAM120AOS"
"30265","223279_s_at","UACA"
"30266","222951_s_at","ANKEF1"
"30267","224697_at","DCAF5"
"30268","224696_s_at","DCAF5"
"30269","224703_at","DCAF5"
"30270","221072_at","GSN-AS1"
"30271","224458_at","PGAP4"
"30272","224199_at","DKK2"
"30273","223296_at","SLC25A33"
"30274","222683_at","RNF20"
"30275","221119_at","ARHGEF38"
"30276","221087_s_at","APOL3"
"30277","224631_at","ZFP91-CNTF"
"30278","223939_at","SUCNR1"
"30279","221385_s_at","FFAR3"
"30280","224150_s_at","CEP70"
"30281","223254_s_at","G2E3"
"30282","223258_s_at","G2E3"
"30283","223257_at","G2E3"
"30284","223255_at","G2E3"
"30285","223256_at","G2E3"
"30286","224921_at","SCAMP2"
"30287","221663_x_at","HRH3"
"30288","225355_at","NEURL1B"
"30289","225499_at","RALGAPA2"
"30290","221402_at","OR1F1"
"30291","224365_s_at","TIGD7"
"30292","221460_at","OR2C1"
"30293","223156_at","MRPS23"
"30294","221121_at","CT55"
"30295","221121_at",""
"30296","223975_at","TRIM51"
"30297","221641_s_at","ACOT9"
"30298","221214_s_at","NSMF"
"30299","220741_s_at","PPA2"
"30300","224355_s_at","MS4A8"
"30301","224376_s_at","RAB5IF"
"30302","223880_x_at","RAB5IF"
"30303","223870_at","FBXW10"
"30304","221620_s_at","APOO"
"30305","224520_s_at","BEST3"
"30306","221367_at","MOS"
"30307","222701_s_at","CHCHD7"
"30308","220575_at","FAM106A"
"30309","224701_at","PARP14"
"30310","224547_at","HYKK"
"30311","221902_at","GPR153"
"30312","222600_s_at","UBA6"
"30313","222601_at","UBA6"
"30314","222602_at","UBA6"
"30315","224462_s_at","CHCHD6"
"30316","223796_at","CNTNAP3B"
"30317","221634_at","RPL23AP45"
"30318","221452_s_at","TMEM14B"
"30319","223133_at","TMEM14B"
"30320","223105_s_at","TMEM14B"
"30321","221654_s_at","USP3"
"30322","222253_s_at",""
"30323","221183_at","PARM1-AS1"
"30324","223298_s_at","NT5C3AP1"
"30325","221008_s_at","ETNPPL"
"30326","224913_s_at","TIMM50"
"30327","223817_at","LRRIQ1"
"30328","223374_s_at","B3GALNT1"
"30329","222898_s_at","DLL3"
"30330","220799_at","GCM2"
"30331","224258_at","DBIL5P2"
"30332","220655_at","TNIP3"
"30333","224828_at","CPEB4"
"30334","224829_at","CPEB4"
"30335","224831_at","CPEB4"
"30336","222011_s_at","TCP1"
"30337","222010_at","TCP1"
"30338","224209_s_at","GDA"
"30339","221080_s_at","DENND1C"
"30340","225436_at","ABHD17C"
"30341","222273_at","PAPOLG"
"30342","224427_s_at","PAPOLG"
"30343","222839_s_at","PAPOLG"
"30344","225432_s_at","KAT14"
"30345","222842_at","AGO4"
"30346","224738_x_at","RPL7L1"
"30347","225515_s_at","RPL7L1"
"30348","225272_at","SAT2"
"30349","221520_s_at","CDCA8"
"30350","220963_s_at","CPLANE2"
"30351","223696_at","ARSD"
"30352","225280_x_at","ARSD"
"30353","225286_at","ARSD"
"30354","223695_s_at","ARSD"
"30355","220960_x_at","RPL22"
"30356","221726_at","RPL22"
"30357","221775_x_at","RPL22"
"30358","221341_s_at","OR1D5"
"30359","223529_at","SYT4"
"30360","221618_s_at","TAF9B"
"30361","225534_at","SMIM19"
"30362","223858_at","ESRRB"
"30363","224218_s_at","TRPS1"
"30364","222651_s_at","TRPS1"
"30365","222425_s_at","POLDIP2"
"30366","221285_at","ST8SIA2"
"30367","221736_at","RALGAPB"
"30368","224678_at","RALGAPB"
"30369","221738_at","RALGAPB"
"30370","222494_at","FOXN3"
"30371","225375_at","TMEM199"
"30372","225374_at","TMEM199"
"30373","223604_at","GARNL3"
"30374","225375_at",""
"30375","225374_at","MIR4723"
"30376","225375_at","MIR4723"
"30377","222930_s_at","AGMAT"
"30378","221648_s_at","AGMAT"
"30379","223205_s_at","L3MBTL2"
"30380","222169_x_at","SH2D3A"
"30381","225080_at","MYO1C"
"30382","222514_at","RRAGC"
"30383","223350_x_at","LIN7C"
"30384","221568_s_at","LIN7C"
"30385","223050_s_at","FBXW5"
"30386","222703_s_at","YRDC"
"30387","222491_at","HGSNAT"
"30388","222147_s_at","ACTR5"
"30389","222015_at","CSNK1E"
"30390","221415_s_at",""
"30391","224881_at","VKORC1L1"
"30392","222427_s_at","LARS1"
"30393","222428_s_at","LARS1"
"30394","223888_s_at","LARS1"
